id,version,deviceId,syncStatus,syncedAt,createdAt,updatedAt,pointNumber,worker,lat,lon,xLocal,yLocal,intensity,flowRate,waterColor,wall,domain,status,comment,photoUrls,monitoringDate,measureMethod,horizon,,
1776593243396-mobaind-3j3d,1,mobaind,synced,2026-04-18T10:07:25.664Z,2026-04-18T10:07:23.396Z,2026-04-18T10:07:39.112Z,29,Юкин Р.А.,"52,4745801","69,6865132","46703,1099","16446,4162",Слабая (капёж),"0,05",Прозрачная,Юго-восточный,Domen-5,Новая,,"[""https://drive.google.com/uc?export=view&id=12A2m2U3_Z7TjM1IGACmc9avUVZLklAkW""]",2026-04-18,Объемным методом,185,,
1776593416346-mobaind-4f04,1,mobaind,synced,2026-04-18T10:10:17.731Z,2026-04-18T10:10:16.346Z,2026-04-18T10:10:28.697Z,30,Юкин Р.А.,"52,4737396","69,6862323","46706,628","16415,3527",Умеренная,"0,4",Прозрачная,Юго-восточный,Domen-5,Новая,,"[""https://drive.google.com/uc?export=view&id=1S51sFs6QDSkS4R_6TK0SDCBJbJ9UwshV""]",2026-04-18,Визуальный (примерный),185,,
1776594028672-mobaind-fze3,13,mobaind,synced,2026-04-18T03:49:39.011Z,2026-04-18T10:20:28.672Z,2026-04-18T03:49:39.011Z,31,Юкин Р.А.,"52,4740567","69,6853","46641,9847","16362,1372",Умеренная,"0,89",Прозрачная,,Domen-3,Активная,"Водоприток прослеживается из ранее пробуренной БВР скважины. Разгрузка под напором, постоянная.","[""https://drive.google.com/uc?export=view&id=1ytt99eT9rCpP9pv8I3s1ldS9tgLhqBKT""]",2026-04-18,Объемным методом,180,,
1776594277842-mobaind-90zo,3,mobaind,synced,2026-04-18T04:45:49.556Z,2026-04-18T10:24:37.842Z,2026-04-18T04:45:49.556Z,32,Юкин Р.А.,"52,4738101","69,6848184","46620,7153","16342,9312",Слабая (капёж),"0,01",Прозрачная,Южный,Domen-3,Активная,,"[""https://drive.google.com/uc?export=view&id=1qZ9HuaruUHF_STjbTlEnmWncD-b91URA""]",2026-04-18,Визуальный (примерный),180,,
1776594546660-mobaind-13zo,2,mobaind,synced,2026-04-18T04:46:07.733Z,2026-04-18T10:29:06.660Z,2026-04-18T04:46:07.733Z,33,Юкин Р.А.,"52,4739283","69,6840617","46597,0145","16340,9495",Умеренная,"0,73",Прозрачная,Южный,Domen-3,Активная,,"[""https://drive.google.com/uc?export=view&id=1RuEmrIbwZHE4OSPCg6DmEraKbmF3J6Ig""]",2026-04-18,Объемным методом,180,,
1777088999081-dskprsv-r6so,2,dskprsv,synced,2026-04-24T09:52:06.469Z,2026-04-24T03:59:33.799Z,2026-04-24T09:52:06.469Z,31,Юкин Р.А.,"52,4755735","69,6863474","46638,4321","16363,615",Умеренная,"0,78",Прозрачная,Юго-восточный,Domen-3,Активная,"Водоприток прослеживается из ранее пробуренной БВР скважины. Разгрузка под напором, постоянная.","[""https://drive.google.com/uc?export=view&id=1oRiAgqm7kx3gFZdt22cz7QVhdSptm1EN""]",2026-04-24,Объемным методом,180,,
1777089361471-dskprsv-rcm1,2,dskprsv,synced,2026-04-24T09:52:06.469Z,2026-04-24T03:59:33.799Z,2026-04-24T09:52:06.469Z,32,Юкин Р.А.,"52,4754315","69,6859056","46608,5567","16347,8078",Слабая (капёж),"0,05",Прозрачная,Южный,Domen-3,Активная,"Водоприток проявляется в виде капежа, плоскостное растекание. ЗАмер не возможен, определен визуально (0,05 л/с).","[""https://drive.google.com/uc?export=view&id=1RQlc1WKoZ2ZYLnOtRCl0nEGRVWmAiz_g""]",2026-04-24,Визуальный (примерный),180,,
1777089573799-dskprsv-jy0u,2,dskprsv,synced,2026-04-24T09:52:06.469Z,2026-04-24T03:59:33.799Z,2026-04-24T09:52:06.469Z,33,Юкин Р.А.,"52,4753567","69,6856317","46590,0228","16339,4882",Слабая (капёж),"0,65",Прозрачная,Южный,Domen-3,Активная,Водоприток прослеживается с разлома. Слабые струи + множество точек с плоскостным растеканием которые удалось подсечь. Замеры производились в нескольких точках и обобщены.,"[""https://drive.google.com/uc?export=view&id=1cN-GpLCLmRbOCARVcCu-hLo1_0mTpB-h""]",2026-04-24,Объемным методом,180,,
1777089864782-dskprsv-vmij,1,dskprsv,synced,2026-04-24T04:04:27.098Z,2026-04-24T04:04:24.782Z,2026-04-24T04:04:42.568Z,28,Юкин Р.А.,"52,4764744","69,687102","46688,7626","16463,8614",Слабая (капёж),"0,1",Прозрачная,Восточный,Domen-5,Активная,Водопроявление в виде слабых струй с плоскостным распространением.,"[""https://drive.google.com/uc?export=view&id=1ji1M_MTJ_ZIyMP73lB5x9UAiGvypw8tl""]",2026-04-24,Объемным методом,185,,
1777090043166-dskprsv-oxoe,1,dskprsv,synced,2026-04-24T04:07:24.537Z,2026-04-24T04:07:23.166Z,2026-04-24T04:07:38.541Z,29,Юкин Р.А.,"52,4762774","69,687346","46705,5521","16441,9484",Слабая (капёж),"0,05",Прозрачная,Восточный,Domen-5,Активная,Водопроявление в виде капежа с плоскостным распространением. Замер не возможен,"[""https://drive.google.com/uc?export=view&id=1xxIfEBEO5h0UQ0b5xLqTaE7Cr38fE0sx""]",2026-04-24,Визуальный (примерный),185,,
1777090454455-dskprsv-stsg,1,dskprsv,synced,2026-04-24T04:14:16.418Z,2026-04-24T04:14:14.455Z,2026-04-24T04:14:29.033Z,30,Юкин Р.А.,"52,4759243","69,6873512","46706,2791","16402,6473",Слабая (капёж),"0,312",Прозрачная,Восточный,Domen-3,Активная,"Водопроявление в виде плоскостного растекания из трещин. Замер производился в нескольких точках, результат обобщен","[""https://drive.google.com/uc?export=view&id=1am8jirGplsCnOjNw_rnA2wsA6JbknuzI""]",2026-04-24,Объемным методом,185,,
1777090948695-dskprsv-nybu,2,dskprsv,synced,2026-04-24T02:25:19.020Z,2026-04-24T04:22:28.695Z,2026-04-24T02:25:19.020Z,21,Юкин Р.А.,"52,4747879","69,6826968","46391,1789","16276,1927",Слабая (капёж),"0,21",Прозрачная,Западный,Domen-5,Активная,Активная зона. Ранее не фиксировалась из-за отсутствия доступа. Водоприток распространяется на гор. + 240-200. Основной источник проявляется на + 240гор.,"[""https://drive.google.com/uc?export=view&id=1FQU_nQoA3XWxSXTrwSlWNd8VxTL03C6p""]",2026-04-24,Объемным методом,210,,
1777109622297-mobaind-hys6,2,mobaind,synced,2026-04-24T02:30:42.529Z,2026-04-24T09:33:42.297Z,2026-04-24T02:30:42.529Z,34,Юкин Р.А.,"52,4768698","69,6811385","46283,092","16507,8698",Слабая (капёж),"0,109",Прозрачная,Западный,Domen-5,Новая,Вскрыта новая точка разгрузки. Разлом. По участку проводят бурение под БВР. Скважины наводнены. Скопление воды на берме,"[""https://drive.google.com/uc?export=view&id=1jJBl02TKlIjFjdje92_qjm4DslDaRdYz""]",2026-04-24,Объемным методом,280,,
1777111304071-mobaind-10w9,1,mobaind,synced,2026-04-24T10:01:45.970Z,2026-04-24T10:01:44.070Z,2026-04-24T10:02:10.451Z,36,Юкин Р.А.,"52,4734368","69,6835135","46501,1901","16295,6262",Умеренная,"1,54",Прозрачная,Юго-западный,Domen-5,Новая,Большое колличество выхода воды с трещин/разломов. Замеры производились в нескольких точках. Размыв откачка. Основной водоприток с верхних горизонтов +200,"[""https://drive.google.com/uc?export=view&id=1bZ7vNSwR7ApZt2QwBUjatANWW1cbj0_2""]",2026-04-24,Объемным методом,180,,
1777111574238-mobaind-jp29,2,mobaind,synced,2026-04-24T02:26:15.129Z,2026-04-24T10:06:14.238Z,2026-04-24T02:26:15.129Z,37,Юкин Р.А.,"52,4736417","69,6831137","46491,4487","16309,2985",Умеренная,"0,472",Прозрачная,Юго-западный,Domen-5,Новая,"Водопроявление с трещин. Замер с нескольких точек. Размыв откачка, вымывание заполнителя.","[""https://drive.google.com/uc?export=view&id=1CSJaA8UfIu24-94Uv0FyzAexam-NjKvZ""]",2026-04-24,Объемным методом,180,,
1777111824695-mobaind-26zu,2,mobaind,synced,2026-04-24T02:25:48.765Z,2026-04-24T10:10:24.695Z,2026-04-24T02:25:48.765Z,38,Юкин Р.А.,"52,4736232","69,683289","46477,8106","16349,3389",Сильная (поток),"3,178",Прозрачная,Западный,Domen-5,Новая,Обильно скопление точек выхода подземных вод. Подсчёт объема обобщён. Основной с трещин. Пол средним напором,"[""https://drive.google.com/uc?export=view&id=1drVt8yiuORhhjIyKkzttYKvwBktm1-oD""]",2026-04-24,Объемным методом,190,,
1777170969356-dskprsv-3v2s,3,dskprsv,synced,2026-04-27T09:36:45.545Z,2026-04-24T02:36:09.356Z,2026-04-27T09:36:45.545Z,16,Юкин Р.А.,"52,4773687","69,6844084","46504,7732","16563,3822",Сильная (поток),"2,49",Прозрачная,Северный,Domen-5,Активная,"Активный поток воды с +210 гор. - Разлом. Замер производился на +195 гор. в нескольких точках. Образование сточных канав, скопление воды на берме.","[""https://drive.google.com/uc?export=view&id=1OxR11Agk1shyhpps6ayexWA28QHlBMXr""]",2026-04-24,Объемным методом,210,,
1777171082246-dskprsv-h1jy,3,dskprsv,synced,2026-04-27T09:43:26.241Z,2026-04-24T02:38:02.246Z,2026-04-27T09:43:26.241Z,17,Юкин Р.А.,"52,4774764","69,6846928","46523,9876","16575,3678",Умеренная,"2,11",Прозрачная,Северный,Domen-5,Активная,"Активный поток воды с +220 гор. - Разлом. Замер производился в нескольких точках. Образование сточных канав, скопление воды на берме. Замер на +195 гор.","[""https://drive.google.com/uc?export=view&id=1vS9qFBoWo5hAJoXNWbAKTH4jOQz4hQ5m""]",2026-04-24,Объемным методом,210,,
1777171312538-dskprsv-utq3,3,dskprsv,synced,2026-04-27T09:42:51.589Z,2026-04-24T02:41:52.538Z,2026-04-27T09:42:51.589Z,18,Юкин Р.А.,"52,4775079","69,6850619","46549,0341","16578,8767",Умеренная,"0,49",Прозрачная,Северный,Domen-5,Активная,Выклинивание подземных вод имеет плоскостное растекание. Замер производился в нескольких точках (объединил раннюю т.н. 18(1)). Борта обильно увлажнены.,"[""https://drive.google.com/uc?export=view&id=15rlVIhLMUD_9uVzIWG_hcK52oPCbao2_""]",2026-04-24,Объемным методом,210,,
1777171398749-dskprsv-qgc6,1,dskprsv,synced,2026-04-24T02:43:21.311Z,2026-04-24T02:43:18.749Z,2026-04-24T02:43:31.491Z,11,Юкин Р.А.,"52,477483","69,6860833","46618,4669","16576,1035",Умеренная,"1,17",Прозрачная,Северный,Domen-5,Активная,"Выклинивание подземных вод имеет плоскостное растекание, что не позволяет полноценно произвести замеры. Основное выклинивание вод располагается на +220 гор. с последующим растеканием на нижележащие. Замер на +200 гор.","[""https://drive.google.com/uc?export=view&id=1IRkLFfdnm6U4RYV5ewGfc5MiPGMjWxN3""]",2026-04-24,Объемным методом,210,,Ы
1777171730516-dskprsv-am3m,1,dskprsv,synced,2026-04-24T02:48:53.567Z,2026-04-24T02:48:50.516Z,2026-04-24T02:49:06.743Z,20,Юкин Р.А.,"52,4756522","69,6825333","46379,1553","16372,3687",Умеренная,"1,531",Прозрачная,Западный,Domen-5,Активная,Активная зона. Водоприток распространяется на гор. + 240-2200. Основной источник проявляется на + 240гор. Замерялся в нескольких точках,"[""https://drive.google.com/uc?export=view&id=1pRIHOJ01GB1g9_nv8qXLX-Tl0xlOTLdT""]",2026-04-24,Объемным методом,210,,
1777171894093-dskprsv-9asq,1,dskprsv,synced,2026-04-24T02:51:36.424Z,2026-04-24T02:51:34.093Z,2026-04-24T02:51:48.992Z,1,Юкин Р.А.,"52,4757027","69,6820137","46343,7898","16377,9963",Умеренная,"0,1",Прозрачная,Северо-западный,Domen-5,Новая,"Видимое водопроявление по гор. +260. Замер объемным методом не возможен, отсутствие доступа к точке","[""https://drive.google.com/uc?export=view&id=1JgTXauEq6LpecD2glTQ17EZOACrHUPjj""]",2026-04-24,Визуальный (примерный),260,,
1777176423178-dskprsv-4qyj,3,dskprsv,synced,2026-04-24T04:14:55.074Z,2026-04-24T04:07:03.178Z,2026-04-24T04:14:55.074Z,24,Юкин Р.А.,"52,4757286","69,6883447","46774,0023","16380,8764",Умеренная,1,Прозрачная,Северо-восточный,Domen-3,Активная,"Водопроявление прослеживается по всему Северо-воточному углу от +260 до + 220 гор. Характер распространения - площадное растекание. Основной объем водопритока прослеживается с + 240гор. а так же 2х действующих горизонтальных скважин. Замер произвести не возможно, рассчитан примерно (визуально).","[""https://drive.google.com/uc?export=view&id=1wXg2B878KMZmJgHcIFb_eWdAzosNBX7S""]",2026-04-24,Визуальный (примерный),240,,
1777177347821-dskprsv-w1h1,2,dskprsv,synced,2026-04-24T04:25:27.957Z,2026-04-24T04:22:27.821Z,2026-04-24T04:25:27.957Z,10,Юкин Р.А.,"52,4744667","69,6881614","46762,8788","16240,4515",Слабая (капёж),"0,2",Прозрачная,Южный,Domen-3,Новая,"Вскрыта новая точка разгрузки (продолжение т.н. 10 ниже горизонтом +270 гор.). Водоприток в виде плоскостного растекания по площади откоса. Скопление воды на берме. Замер произвести не удалось, зафиксировали примерный (визуальный)","[""https://drive.google.com/uc?export=view&id=1QJN4eTO_KqliiPZjZvq3wO8aOFgBalzq""]",2026-04-24,Визуальный (примерный),270,,
1777177802700-dskprsv-p98c,1,dskprsv,synced,2026-04-24T04:30:05.503Z,2026-04-24T04:30:02.699Z,2026-04-24T04:30:18.499Z,25,Юкин Р.А.,"52,4746134","69,6890601","46823,8003","16256,7732",Слабая (капёж),"0,05",Прозрачная,Южный,Domen-2,Активная,"Водоприток с разлома. Капёж, плоскостное растекание. Замер не возможен.","[""https://drive.google.com/uc?export=view&id=1AsLO7Yc0AjTA5AnTFAd9-VTF-JgTNn2v""]",2026-04-24,Визуальный (примерный),280,,
1777177999529-dskprsv-p36k,1,dskprsv,synced,2026-04-24T04:33:21.953Z,2026-04-24T04:33:19.529Z,2026-04-24T04:33:33.860Z,39,Юкин Р.А.,"52,4739084","69,6870785","46689,8781","16178,3239",Слабая (капёж),"0,05",Прозрачная,Южный,Domen-3,Новая,"Водопроявление в виде слабого капежа, борт слабо увлажнен.","[""https://drive.google.com/uc?export=view&id=1KW8urpZTfoqBVZZ7cFSmqFHISsJCtxJJ""]",2026-04-24,Визуальный (примерный),280,,
1777178355188-dskprsv-a6i9,1,dskprsv,synced,2026-04-24T04:39:19.159Z,2026-04-24T04:39:15.188Z,2026-04-24T04:39:30.856Z,3,Юкин Р.А.,"52,4728117","69,6876756","46731,6189","16056,281",Умеренная,3,Прозрачная,Южный,Domen-2,Активная,,"[""https://drive.google.com/uc?export=view&id=15LwbZSz7En3_C3bvPQnLiM_BGxfeTYb1""]",2026-04-24,Визуальный (примерный),330,,
1777179617872-dskprsv-5hj0,2,dskprsv,synced,2026-04-24T05:01:06.778Z,2026-04-24T05:00:17.872Z,2026-04-24T05:01:06.778Z,26,,"52,4750155","69,6896986","46866,762","16301,5196",,0,,Юго-восточный,Domen-2,Пересохла,Точка водопроявленя иссякла.,"[""https://drive.google.com/uc?export=view&id=1FaxPgaFanEkUc6EdbWDzKO6Q4s0gYe9A""]",2026-04-24,Визуальный (примерный),280,,
1777179907183-dskprsv-5b7t,3,dskprsv,synced,2026-04-28T02:25:55.413Z,2026-04-24T05:05:07.183Z,2026-04-28T02:25:55.413Z,3(1),Юкин Р.А.,"52,4732626","69,6874174","46713,5967","16106,4602",Слабая (капёж),"0,01",Прозрачная,Южный,Domen-3,Активная,Слабое водопроявление в виде капежа с трещин,"[""https://drive.google.com/uc?export=view&id=1WcHwy1TdK8-LJtHAqHnspcZLEC1KdWKY""]",2026-04-24,Визуальный (примерный),300,,
1777180091215-dskprsv-pwmp,1,dskprsv,synced,2026-04-24T05:08:13.739Z,2026-04-24T05:08:11.215Z,2026-04-24T05:08:25.122Z,3(4),Юкин Р.А.,"52,4736208","69,6883379","46775,774","16146,3197",Слабая (капёж),"0,01",Прозрачная,Южный,Domen-2,Активная,"Борт увлажнен, видимый водоприток - капёж/плоскостное растекание. Обильное скопление воды на берме.","[""https://drive.google.com/uc?export=view&id=17Kvg8RtPue8p4YEKwtzmlaZx2rR0yyqf""]",2026-04-24,Визуальный (примерный),300,,
1777180186632-dskprsv-6sca,1,dskprsv,synced,2026-04-24T05:09:49.192Z,2026-04-24T05:09:46.632Z,2026-04-24T05:10:00.573Z,3(3),Юкин Р.А.,"52,4735046","69,6880919","46759,1803","16133,394",Слабая (капёж),"0,01",Прозрачная,Южный,Domen-2,Активная,"Борт увлажнен, видимый водоприток - капёж/плоскостное растекание. Обильное скопление воды на берме.","[""https://drive.google.com/uc?export=view&id=1fvqzbTMNLS8KJv-Mqboau4r6nkh_M4IH""]",2026-04-24,Визуальный (примерный),300,,
1777180294506-dskprsv-aie8,1,dskprsv,synced,2026-04-24T05:11:36.988Z,2026-04-24T05:11:34.506Z,2026-04-24T05:11:49.339Z,3(2),Юкин Р.А.,"52,4733837","69,6877981","46739,3351","16119,9356",Слабая (капёж),"0,01",Прозрачная,Южный,Domen-2,Активная,"Борт увлажнен, видимый водоприток - капёж/плоскостное растекание. Обильное скопление воды на берме.","[""https://drive.google.com/uc?export=view&id=1aPrFIlSD__ltz6_HSdTtn3yFqy87ay72""]",2026-04-24,Визуальный (примерный),300,,
1777180861614-dskprsv-y3an,2,dskprsv,synced,2026-04-24T05:21:40.582Z,2026-04-24T05:21:01.614Z,2026-04-24T05:21:40.582Z,14,Юкин Р.А.,"52,4762939","69,6832676","46428,3821","16443,7798",Умеренная,"0,313",Прозрачная,Северо-западный,Domen-5,Активная,Активная зона. Замер объемным методом не возможен. Характер водопроявления - плоскостное/капёж. Борт увлажнен.,"[""https://drive.google.com/uc?export=view&id=1w4cwsQiwxsDg7ktKhl9fMp9SQYfEm549""]",2026-04-24,Объемным методом,200,,
1777181011364-dskprsv-oy69,1,dskprsv,synced,2026-04-24T05:23:33.861Z,2026-04-24T05:23:31.364Z,2026-04-24T05:23:45.401Z,15,Юкин Р.А.,"52,4766541","69,6836973","46457,2043","16483,8669",Слабая (капёж),"0,21",Прозрачная,Северо-западный,Domen-5,Активная,Активная зона. Замеры производились в нескольких точках. Характер водопроявления - плоскостное. Борт увлажнен. Уменьшение водопритока,"[""https://drive.google.com/uc?export=view&id=1dpZmBEk7Mcb7DsHXXorAH5ATwEKHYO-R""]",2026-04-24,Объемным методом,200,,
1778323750615-dsk12qu-rpwf,1,dsk12qu,synced,2026-05-09T10:49:13.298Z,2026-05-09T10:49:10.615Z,2026-05-09T10:49:13.298Z,40,Сейлханова Д.А,"52,4788316","69,6862792","46630,3559","16726,1688",,,,Северо-восточный,Domen-1,Новая,,[],2026-05-09,,,,
